 Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d], CEPr,  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C
 387,   20410,  7:46:20,  94.323843,    6.671728,  78.937143, 3907.2,  0.5,         nan,        nan,  nan, 4121.3,    7.0,  286.9, 245.6,  27.5,  60661.9,  26345,   21.0,   7.6,   283,     0, 1, 4
 388,   20420,  7:46:30,  94.323958,    6.668523,  78.937326, 3899.6,  0.5,         nan,        nan,  nan, 4111.9,    7.1,  286.5, 245.6,  27.5,  60736.5,  26194,   21.0,   7.6,   283,     0, 1, 4
 389,   20430,  7:46:40,  94.324074,    6.665290,  78.937509, 3890.7,  0.5,         nan,        nan,  nan, 4102.3,    7.2,  286.4, 245.8,  27.5,  60812.8,  26038,   17.0,   7.6,   283,     0, 1, 4
 390,   20440,  7:46:50,  94.324190,    6.662025,  78.937693, 3882.5,  0.5,         nan,        nan,  nan, 4094.4,    7.3,  286.4, 246.0,  27.8,  60875.5,  25922,   21.0,   7.6,   283,     0, 1, 4
 391,   20450,  7:47:00,  94.324306,    6.658744,  78.937879, 3875.1,  0.5,         nan,        nan,  nan, 4086.3,    7.3,  286.5, 245.8,  27.8,  60940.0,  25712,   20.0,   7.6,   283,     0, 1, 4
 392,   20460,  7:47:10,  94.324421,    6.655419,  78.938063, 3867.6,  0.5,         nan,        nan,  nan, 4077.8,    7.4,  286.1, 245.8,  27.8,  61007.8,  25599,   21.0,   7.6,   283,     0, 1, 4
 393,   20470,  7:47:20,  94.324537,    6.652086,  78.938243, 3858.4,  0.5,         nan,        nan,  nan, 4069.5,    7.4,  285.7, 246.5,  27.8,  61073.9,  25460,   15.0,   7.6,   283,     0, 1, 4
 394,   20480,  7:47:30,  94.324653,    6.648732,  78.938418, 3851.8,  0.5,         nan,        nan,  nan, 4063.3,    7.4,  285.3, 246.1,  27.8,  61123.1,  25335,   17.0,   7.6,   283,     0, 1, 4
 395,   20490,  7:47:40,  94.324769,    6.645384,  78.938589, 3845.3,  0.5,         nan,        nan,  nan, 4055.3,    7.4,  284.9, 246.2,  27.8,  61187.5,  25293,   19.0,   7.6,   283,     0, 1, 4
 396,   20500,  7:47:50,  94.324884,    6.642034,  78.938752, 3837.5,  0.5,         nan,        nan,  nan, 4046.1,    7.4,  284.3, 246.2,  28.2,  61260.4,  25121,   16.0,   7.6,   283,     0, 1, 4
 397,   20510,  7:48:00,  94.325000,    6.638691,  78.938903, 3828.9,  0.5,    6.567640,  78.967430,  3.0, 4039.1,    7.3,  283.3, 246.5,  28.2,  61316.4,  24974,   19.0,   7.6,   283,     0, 1, 4
 398,   20520,  7:48:10,  94.325116,    6.635381,  78.939053, 3822.4,  0.5,         nan,        nan,  nan, 4031.3,    7.3,  283.3, 246.5,  28.2,  61379.1,  24850,   20.0,   7.6,   283,     0, 1, 4
 399,   20530,  7:48:20,  94.325231,    6.632084,  78.939200, 3814.3,  0.5,         nan,        nan,  nan, 4025.8,    7.2,  283.1, 246.0,  28.2,  61423.2,  24672,   23.0,   7.6,   283,     0, 1, 4
 400,   20540,  7:48:30,  94.325347,    6.628760,  78.939346, 3809.2,  0.5,         nan,        nan,  nan, 4017.8,    7.3,  282.9, 246.3,  28.2,  61487.6,  24657,   21.0,   7.6,   283,     0, 1, 4
 401,   20550,  7:48:40,  94.325463,    6.625386,  78.939494, 3802.3,  0.5,         nan,        nan,  nan, 4010.1,    7.4,  282.9, 246.4,  28.2,  61548.6,  24547,   16.0,   7.6,   283,     0, 1, 4
 402,   20560,  7:48:50,  94.325579,    6.621642,  78.939658, 3794.1,  0.5,         nan,        nan,  nan, 4003.6,    8.2,  282.8, 246.6,  28.2,  61601.2,  24407,   16.0,   7.6,   283,     0, 1, 4
 403,   20570,  7:49:00,  94.325694,    6.618222,  78.939805, 3788.3,  0.5,         nan,        nan,  nan, 3998.3,    7.5,  282.6, 246.9,  28.2,  61643.6,  24391,   27.0,   7.6,   283,     0, 1, 4
 404,   20580,  7:49:10,  94.325810,    6.615117,  78.939939, 3781.6,  0.5,         nan,        nan,  nan, 3992.8,    6.8,  282.6, 246.5,  28.2,  61687.7,  24312,   15.0,   7.6,   283,     0, 1, 4
 405,   20590,  7:49:20,  94.325926,    6.611304,  78.940108, 3775.0,  0.5,         nan,        nan,  nan, 3986.1,    8.4,  283.1, 246.8,  28.2,  61741.9,  24300,   22.0,   7.6,   283,     0, 1, 4
 406,   20600,  7:49:30,  94.326042,    6.608188,  78.940248, 3769.9,  0.5,         nan,        nan,  nan, 3981.0,    6.8,  283.2, 246.5,  28.2,  61782.6,  24290,   14.0,   7.6,   283,     0, 1, 4
 407,   20610,  7:49:40,  94.326157,    6.604711,  78.940404, 3764.9,  0.5,         nan,        nan,  nan, 3977.6,    7.6,  283.1, 247.4,  28.6,  61809.7,  24305,   23.0,   7.6,   283,     0, 1, 4
 408,   20620,  7:49:50,  94.326273,    6.600887,  78.940587, 3758.6,  0.5,         nan,        nan,  nan, 3969.2,    8.4,  284.0, 246.7,  28.6,  61877.6,  24210,   22.0,   7.6,   283,     0, 1, 4
 409,   20630,  7:50:00,  94.326389,    6.597766,  78.940742, 3754.7,  0.5,    6.753570,  78.963350,  4.0, 3964.4,    6.9,  284.5, 246.8,  28.6,  61916.5,  24065,   22.0,   7.6,   283,     0, 1, 4
 410,   20640,  7:50:10,  94.326505,    6.594320,  78.940916, 3749.2,  0.5,         nan,        nan,  nan, 3959.8,    7.6,  284.7, 246.7,  28.6,  61953.8,  24027,   15.0,   7.6,   283,     0, 1, 4
 411,   20650,  7:50:20,  94.326620,    6.590864,  78.941094, 3744.3,  0.5,         nan,        nan,  nan, 3953.7,    7.6,  285.0, 247.7,  28.6,  62003.0,  24016,   23.0,   7.6,   283,     0, 1, 4
 412,   20660,  7:50:30,  94.326736,    6.587403,  78.941281, 3738.5,  0.5,         nan,        nan,  nan, 3947.4,    7.7,  285.7, 247.0,  28.6,  62053.9,  23950,   18.0,   7.6,   283,     0, 1, 4
 413,   20670,  7:50:40,  94.326852,    6.583891,  78.941488, 3736.4,  0.5,         nan,        nan,  nan, 3944.4,    7.8,  287.1, 247.1,  28.6,  62077.6,  23942,   22.0,   7.6,   283,     0, 1, 4
 414,   20680,  7:50:50,  94.326968,    6.580392,  78.941702, 3732.0,  0.5,         nan,        nan,  nan, 3938.3,    7.8,  287.7, 246.7,  28.6,  62126.8,  23934,   22.0,   7.6,   283,     0, 1, 4
 415,   20690,  7:51:00,  94.327083,    6.576522,  78.941941, 3726.0,  0.5,         nan,        nan,  nan, 3932.1,    8.7,  287.8, 247.7,  28.6,  62177.6,  23887,   17.0,   7.6,   282,     0, 1, 4
 416,   20700,  7:51:10,  94.327199,    6.573335,  78.942137, 3721.1,  0.5,         nan,        nan,  nan, 3927.4,    7.1,  287.8, 246.6,  28.6,  62214.9,  23820,   18.0,   7.6,   282,     0, 1, 4
 417,   20710,  7:51:20,  94.327315,    6.569779,  78.942354, 3717.4,  0.5,         nan,        nan,  nan, 3919.9,    8.0,  287.7, 247.0,  28.6,  62276.0,  23785,   23.0,   7.6,   282,     0, 1, 4
 418,   20720,  7:51:30,  94.327431,    6.566165,  78.942569, 3711.9,  0.5,         nan,        nan,  nan, 3917.2,    8.1,  287.2, 246.7,  28.6,  62298.0,  23649,   10.0,   7.6,   282,     0, 1, 4
 419,   20730,  7:51:40,  94.327546,    6.562159,  78.942801, 3705.7,  0.5,         nan,        nan,  nan, 3910.9,    8.9,  286.9, 247.7,  28.6,  62348.9,  23640,   24.0,   7.6,   282,     0, 1, 4
 420,   20740,  7:51:50,  94.327662,    6.558532,  78.943015, 3699.0,  0.5,         nan,        nan,  nan, 3903.6,    8.1,  287.0, 246.9,  28.6,  62408.2,  23546,   19.0,   7.6,   282,     0, 1, 4
 421,   20750,  7:52:00,  94.327778,    6.555269,  78.943212, 3696.5,  0.5,    6.567640,  78.967430,  6.0, 3897.9,    7.3,  287.5, 247.1,  28.6,  62454.0,  23390,   16.0,   7.6,   282,     0, 1, 4
 422,   20760,  7:52:10,  94.327894,    6.551664,  78.943432, 3688.9,  0.5,         nan,        nan,  nan, 3891.1,    8.1,  287.7, 246.9,  28.2,  62510.0,  23345,   17.0,   7.6,   282,     0, 1, 4
 423,   20770,  7:52:20,  94.328009,    6.547706,  78.943675, 3683.3,  0.5,         nan,        nan,  nan, 3885.2,    8.9,  287.8, 247.1,  28.2,  62557.4,  23309,   20.0,   7.6,   282,     0, 1, 4
 424,   20780,  7:52:30,  94.328125,    6.544493,  78.943871, 3679.6,  0.5,         nan,        nan,  nan, 3879.2,    7.2,  287.6, 247.0,  28.2,  62606.6,  23264,   26.0,   7.6,   282,     0, 1, 4
 425,   20790,  7:52:40,  94.328241,    6.540896,  78.944081, 3674.1,  0.5,         nan,        nan,  nan, 3872.3,    8.0,  286.9, 247.0,  28.2,  62662.5,  23246,   19.0,   7.6,   282,     0, 1, 4
 426,   20800,  7:52:50,  94.328356,    6.537314,  78.944288, 3665.3,  0.5,         nan,        nan,  nan, 3866.0,    8.0,  286.8, 247.6,  28.2,  62713.4,  23203,   24.0,   7.6,   282,     0, 1, 4
 427,   20810,  7:53:00,  94.328472,    6.533745,  78.944501, 3659.6,  0.5,         nan,        nan,  nan, 3858.5,    8.0,  287.3, 247.0,  28.2,  62774.4,  23134,   18.0,   7.6,   282,     0, 1, 4
 428,   20820,  7:53:10,  94.328588,    6.530160,  78.944712, 3655.1,  0.5,         nan,        nan,  nan, 3850.2,    8.0,  287.1, 247.5,  28.2,  62842.3,  22959,   19.0,   7.6,   282,     0, 1, 4
 429,   20830,  7:53:20,  94.328704,    6.526589,  78.944912, 3646.6,  0.5,         nan,        nan,  nan, 3843.2,    7.9,  286.3, 247.4,  28.2,  62899.9,  22776,   19.0,   7.6,   282,     0, 1, 4
 430,   20840,  7:53:30,  94.328819,    6.523027,  78.945109, 3639.2,  0.5,         nan,        nan,  nan, 3834.9,    7.9,  286.1, 247.3,  28.2,  62967.7,  22765,   22.0,   7.6,   282,     0, 1, 4
 431,   20850,  7:53:40,  94.328935,    6.519478,  78.945307, 3633.2,  0.5,         nan,        nan,  nan, 3826.4,    7.9,  286.2, 247.5,  28.2,  63037.2,  22597,   24.0,   7.6,   282,     0, 1, 4
 432,   20860,  7:53:50,  94.329051,    6.515919,  78.945497, 3624.1,  0.5,         nan,        nan,  nan, 3818.7,    7.9,  285.5, 247.2,  28.2,  63100.0,  22412,   20.0,   7.6,   282,     0, 1, 4
 433,   20870,  7:54:00,  94.329167,    6.512387,  78.945681, 3616.7,  0.5,    6.567640,  78.967430,  4.0, 3810.8,    7.8,  285.2, 247.8,  27.8,  63164.4,  22302,   17.0,   7.6,   282,     0, 1, 4
 434,   20880,  7:54:10,  94.329282,    6.508517,  78.945881, 3609.8,  0.5,         nan,        nan,  nan, 3803.0,    8.6,  285.1, 247.6,  27.8,  63228.8,  22130,   19.0,   7.6,   282,     0, 1, 4
 435,   20890,  7:54:20,  94.329398,    6.505362,  78.946041, 3601.4,  0.5,         nan,        nan,  nan, 3791.0,    7.0,  284.8, 247.4,  27.8,  63327.2,  21952,   16.0,   7.6,   282,     0, 1, 4
 436,   20900,  7:54:30,  94.329514,    6.501472,  78.946230, 3590.6,  0.5,         nan,        nan,  nan, 3783.5,    8.6,  284.3, 248.4,  27.8,  63388.2,  21792,   14.0,   7.6,   282,     0, 1, 4
 437,   20910,  7:54:40,  94.329630,    6.498295,  78.946388, 3582.2,  0.5,         nan,        nan,  nan, 3774.7,    7.0,  284.5, 247.7,  27.8,  63461.1,  21624,   19.0,   7.6,   282,     0, 1, 4
 438,   20920,  7:54:50,  94.329745,    6.494779,  78.946562, 3575.8,  0.5,         nan,        nan,  nan, 3766.0,    7.8,  284.5, 247.8,  27.5,  63532.3,  21480,   16.0,   7.6,   282,     0, 1, 4
 439,   20930,  7:55:00,  94.329861,    6.490857,  78.946753, 3565.6,  0.5,         nan,        nan,  nan, 3755.9,    8.6,  284.2, 247.7,  27.5,  63615.4,  21309,   14.0,   7.6,   282,     0, 1, 4
 440,   20940,  7:55:10,  94.329977,    6.487632,  78.946914, 3557.3,  0.5,         nan,        nan,  nan, 3746.5,    7.1,  284.6, 248.5,  27.5,  63693.4,  21170,   21.0,   7.6,   282,     0, 1, 4
 441,   20950,  7:55:20,  94.330093,    6.484033,  78.947099, 3548.4,  0.5,         nan,        nan,  nan, 3735.8,    8.0,  285.0, 248.0,  27.5,  63781.5,  20986,   19.0,   7.6,   282,     0, 1, 4
 442,   20960,  7:55:30,  94.330208,    6.480393,  78.947284, 3539.4,  0.5,         nan,        nan,  nan, 3727.2,    8.0,  284.8, 248.0,  27.5,  63852.8,  20835,   17.0,   7.6,   282,     0, 1, 4
 443,   20970,  7:55:40,  94.330324,    6.476723,  78.947463, 3530.0,  0.5,         nan,        nan,  nan, 3716.5,    8.1,  284.3, 248.8,  27.5,  63940.9,  20667,   19.0,   7.6,   282,     0, 1, 4
 444,   20980,  7:55:50,  94.330440,    6.473040,  78.947639, 3520.4,  0.5,         nan,        nan,  nan, 3707.9,    8.1,  284.0, 248.1,  27.1,  64012.1,  20493,   17.0,   7.6,   282,     0, 1, 4
 445,   20990,  7:56:00,  94.330556,    6.469348,  78.947805, 3511.8,  0.5,    6.381560,  78.971390,  3.0, 3696.4,    8.1,  283.2, 248.5,  27.1,  64107.1,  20333,   17.0,   7.6,   282,     0, 1, 4
 446,   21000,  7:56:10,  94.330671,    6.465300,  78.947983, 3501.4,  0.5,         nan,        nan,  nan, 3688.5,    8.9,  282.9, 248.0,  27.1,  64173.2,  20179,   13.0,   7.6,   282,     0, 1, 4
 447,   21010,  7:56:20,  94.330787,    6.462014,  78.948123, 3493.0,  0.5,         nan,        nan,  nan, 3678.1,    7.2,  282.6, 249.0,  27.1,  64259.7,  20009,   23.0,   7.6,   282,     0, 1, 4
 448,   21020,  7:56:30,  94.330903,    6.458380,  78.948281, 3484.3,  0.5,         nan,        nan,  nan, 3668.7,    8.0,  282.8, 248.6,  27.1,  64337.7,  19809,   21.0,   7.6,   282,     0, 1, 4
 449,   21030,  7:56:40,  94.331019,    6.454740,  78.948437, 3475.8,  0.5,         nan,        nan,  nan, 3659.5,    8.0,  282.6, 248.6,  27.1,  64413.9,  19706,   21.0,   7.6,   282,     0, 1, 4
 450,   21040,  7:56:50,  94.331134,    6.451109,  78.948584, 3467.2,  0.5,         nan,        nan,  nan, 3651.3,    7.9,  282.0, 248.8,  26.7,  64481.8,  19535,   19.0,   7.6,   282,     0, 1, 4
 451,   21050,  7:57:00,  94.331250,    6.447483,  78.948714, 3459.0,  0.5,         nan,        nan,  nan, 3643.4,    7.9,  280.5, 249.7,  26.7,  64547.9,  19377,   26.0,   7.6,   282,     0, 1, 4
 452,   21060,  7:57:10,  94.331366,    6.443858,  78.948840, 3449.9,  0.5,         nan,        nan,  nan, 3634.7,    7.9,  280.3, 248.6,  26.7,  64620.8,  19213,   21.0,   7.6,   282,     0, 1, 4
 453,   21070,  7:57:20,  94.331481,    6.440206,  78.948953, 3442.8,  0.5,         nan,        nan,  nan, 3626.1,    7.9,  279.2, 249.1,  26.7,  64692.0,  19096,   21.0,   7.6,   282,     0, 1, 4
 454,   21080,  7:57:30,  94.331597,    6.436519,  78.949052, 3434.2,  0.5,         nan,        nan,  nan, 3618.2,    7.9,  278.0, 249.1,  26.7,  64758.1,  18919,    8.0,   7.6,   282,     0, 1, 4
 455,   21090,  7:57:40,  94.331713,    6.432807,  78.949133, 3427.0,  0.5,         nan,        nan,  nan, 3610.1,    8.0,  276.5, 250.1,  26.7,  64825.9,  18782,   23.0,   7.6,   282,     0, 1, 4
 456,   21100,  7:57:50,  94.331829,    6.429096,  78.949197, 3419.7,  0.5,         nan,        nan,  nan, 3602.8,    8.0,  275.2, 249.0,  27.1,  64887.0,  18611,   22.0,   7.6,   282,     0, 1, 4
 457,   21110,  7:58:00,  94.331944,    6.425376,  78.949253, 3413.4,  0.5,    6.381560,  78.971390,  3.0, 3595.9,    8.0,  274.5, 249.3,  27.1,  64944.6,  18469,   22.0,   7.6,   282,     0, 1, 4
 458,   21120,  7:58:10,  94.332060,    6.421640,  78.949304, 3406.4,  0.5,         nan,        nan,  nan, 3587.0,    8.0,  274.1, 249.2,  27.5,  65019.2,  18471,   16.0,   7.6,   282,     0, 1, 4
 459,   21130,  7:58:20,  94.332176,    6.417903,  78.949354, 3398.4,  0.5,         nan,        nan,  nan, 3582.0,    8.0,  274.0, 249.3,  27.8,  65061.6,  18299,   19.0,   7.6,   282,     0, 1, 4
 460,   21140,  7:58:30,  94.332292,    6.413797,  78.949402, 3390.2,  0.5,         nan,        nan,  nan, 3573.1,    8.8,  273.4, 249.8,  28.2,  65136.2,  18274,   23.0,   7.6,   282,     0, 1, 4
 461,   21150,  7:58:40,  94.332407,    6.410464,  78.949442, 3384.1,  0.5,         nan,        nan,  nan, 3565.8,    7.1,  273.6, 249.3,  28.6,  65197.2,  18098,   25.0,   7.6,   282,     0, 1, 4
 462,   21160,  7:58:50,  94.332523,    6.406381,  78.949496, 3378.5,  0.5,         nan,        nan,  nan, 3559.6,    8.7,  273.9, 249.5,  29.0,  65249.8,  17981,   23.0,   7.6,   282,     0, 1, 4
 463,   21170,  7:59:00,  94.332639,    6.403051,  78.949541, 3372.5,  0.5,         nan,        nan,  nan, 3552.3,    7.1,  274.1, 249.2,  29.4,  65310.8,  17943,   18.0,   7.6,   282,     0, 1, 4
 464,   21180,  7:59:10,  94.332755,    6.399371,  78.949592, 3366.7,  0.5,         nan,        nan,  nan, 3546.7,    7.9,  274.1, 250.2,  29.8,  65358.3,  17796,   18.0,   7.6,   282,     0, 1, 4
 465,   21190,  7:59:20,  94.332870,    6.395727,  78.949639, 3360.6,  0.5,         nan,        nan,  nan, 3538.8,    7.8,  273.9, 249.8,  29.8,  65424.4,  17734,   22.0,   7.6,   282,     0, 1, 4
 466,   21200,  7:59:30,  94.332986,    6.392129,  78.949694, 3354.2,  0.5,         nan,        nan,  nan, 3531.2,    7.7,  274.5, 249.7,  30.2,  65488.9,  17578,   23.0,   7.6,   281,     0, 1, 4
 467,   21210,  7:59:40,  94.333102,    6.388158,  78.949768, 3348.2,  0.5,         nan,        nan,  nan, 3526.0,    8.5,  275.6, 249.7,  31.0,  65532.9,  17431,   19.0,   7.6,   281,     0, 1, 4
 468,   21220,  7:59:50,  94.333218,    6.384933,  78.949827, 3341.5,  0.5,         nan,        nan,  nan, 3520.0,    6.9,  275.5, 249.5,  31.0,  65583.8,  17395,   19.0,   7.6,   281,     0, 1, 4
 469,   21230,  8:00:00,  94.333333,    6.381348,  78.949900, 3335.3,  0.5,    6.360810,  78.936440,  5.0, 3511.7,    7.7,  276.0, 250.3,  31.4,  65653.3,  17390,   23.0,   7.6,   281,     0, 1, 4
 470,   21240,  8:00:10,  94.333449,    6.377782,  78.949974, 3329.1,  0.5,         nan,        nan,  nan, 3505.5,    7.7,  276.2, 249.5,  31.8,  65705.9,  17185,   21.0,   7.6,   281,     0, 1, 4
 471,   21250,  8:00:20,  94.333565,    6.374244,  78.950041, 3323.6,  0.5,         nan,        nan,  nan, 3499.3,    7.6,  275.6, 250.2,  32.2,  65758.4,  17167,   22.0,   7.6,   281,     0, 1, 4
 472,   21260,  8:00:30,  94.333681,    6.370725,  78.950097, 3316.6,  0.5,         nan,        nan,  nan, 3492.3,    7.5,  274.7, 249.6,  32.5,  65817.8,  17119,   17.0,   7.6,   281,     0, 1, 4
 473,   21270,  8:00:40,  94.333796,    6.367274,  78.950148, 3310.6,  0.5,         nan,        nan,  nan, 3485.9,    7.4,  274.5, 250.4,  32.5,  65872.0,  17115,   20.0,   7.6,   281,     0, 1, 4
 474,   21280,  8:00:50,  94.333912,    6.363876,  78.950203, 3305.2,  0.5,         nan,        nan,  nan, 3477.9,    7.3,  274.8, 250.2,  32.9,  65939.9,  17066,   23.0,   7.6,   281,     0, 1, 4
 475,   21290,  8:01:00,  94.334028,    6.360558,  78.950262, 3299.3,  0.5,         nan,        nan,  nan, 3470.5,    7.1,  275.2, 250.1,  33.3,  66002.6,  16873,   24.0,   7.6,   281,     0, 1, 4
 476,   21300,  8:01:10,  94.334144,    6.357252,  78.950316, 3292.0,  0.5,         nan,        nan,  nan, 3463.9,    7.1,  274.9, 249.9,  33.7,  66058.5,  16741,   21.0,   7.6,   281,     0, 1, 4
 477,   21310,  8:01:20,  94.334259,    6.353965,  78.950368, 3285.1,  0.5,         nan,        nan,  nan, 3457.1,    7.0,  274.8, 249.9,  33.7,  66116.2,  16577,   19.0,   7.6,   281,     0, 1, 4
 478,   21320,  8:01:30,  94.334375,    6.350712,  78.950424, 3278.4,  0.5,         nan,        nan,  nan, 3450.7,    7.0,  275.1, 250.4,  34.1,  66170.4,  16458,   22.0,   7.6,   281,     0, 1, 4
 479,   21330,  8:01:40,  94.334491,    6.347213,  78.950488, 3271.4,  0.5,         nan,        nan,  nan, 3444.8,    7.5,  275.5, 250.3,  34.5,  66221.3,  16266,   22.0,   7.6,   281,     0, 1, 4
 480,   21340,  8:01:50,  94.334606,    6.344389,  78.950539, 3265.5,  0.5,         nan,        nan,  nan, 3437.4,    6.1,  275.4, 250.9,  34.9,  66284.0,  16142,   22.0,   7.6,   281,     0, 1, 4
 481,   21350,  8:02:00,  94.334722,    6.341344,  78.950588, 3258.5,  0.5,    6.195350,  78.975250,  5.0, 3431.4,    6.5,  274.8, 250.1,  34.9,  66334.9,  15992,   19.0,   7.6,   281,     0, 1, 4
 482,   21360,  8:02:10,  94.334838,    6.338321,  78.950639, 3251.7,  0.5,         nan,        nan,  nan, 3423.1,    6.5,  275.0, 250.7,  35.3,  66406.1,  15840,   22.0,   7.6,   281,     0, 1, 4
 483,   21370,  8:02:20,  94.334954,    6.335285,  78.950695, 3245.3,  0.5,         nan,        nan,  nan, 3417.5,    6.5,  275.5, 250.5,  35.3,  66453.6,  15709,   25.0,   7.6,   281,     0, 1, 4
 484,   21380,  8:02:30,  94.335069,    6.332262,  78.950747, 3238.7,  0.5,         nan,        nan,  nan, 3412.1,    6.5,  275.1, 250.2,  35.7,  66499.4,  15572,   23.0,   7.6,   281,     0, 1, 4
 485,   21390,  8:02:40,  94.335185,    6.328953,  78.950801, 3232.7,  0.5,         nan,        nan,  nan, 3404.0,    7.1,  274.9, 250.5,  36.1,  66568.9,  15430,   22.0,   7.6,   281,     0, 1, 4
 486,   21400,  8:02:50,  94.335301,    6.326223,  78.950841, 3226.5,  0.5,         nan,        nan,  nan, 3398.1,    5.8,  274.4, 250.0,  36.1,  66619.7,  15283,   16.0,   7.6,   281,     0, 1, 4
 487,   21410,  8:03:00,  94.335417,    6.323229,  78.950889, 3220.7,  0.5,         nan,        nan,  nan, 3393.1,    6.4,  274.8, 251.1,  36.1,  66662.1,  15172,   19.0,   7.6,   281,     0, 1, 4
 488,   21420,  8:03:10,  94.335532,    6.320264,  78.950932, 3215.3,  0.5,         nan,        nan,  nan, 3387.6,    6.3,  274.3, 250.9,  36.5,  66709.6,  15064,   25.0,   7.6,   281,     0, 1, 4
 489,   21430,  8:03:20,  94.335648,    6.317329,  78.950975, 3209.7,  0.5,         nan,        nan,  nan, 3381.0,    6.3,  274.3, 250.6,  36.9,  66765.5,  14882,   22.0,   7.6,   281,     0, 1, 4
 490,   21440,  8:03:30,  94.335764,    6.314434,  78.951020, 3205.5,  0.5,         nan,        nan,  nan, 3374.1,    6.2,  274.7, 251.1,  36.9,  66824.9,  14777,   24.0,   7.6,   281,     0, 1, 4
 491,   21450,  8:03:40,  94.335880,    6.311575,  78.951070, 3198.9,  0.5,         nan,        nan,  nan, 3367.4,    6.1,  275.2, 250.6,  37.3,  66882.5,  14670,   22.0,   7.6,   281,     0, 1, 4
 492,   21460,  8:03:50,  94.335995,    6.308670,  78.951120, 3191.1,  0.5,         nan,        nan,  nan, 3361.3,    6.2,  275.2, 250.4,  37.3,  66935.1,  14503,   12.0,   7.6,   281,     0, 1, 4
 493,   21470,  8:04:00,  94.336111,    6.305774,  78.951175, 3185.0,  0.5,    6.195350,  78.975250,  3.0, 3353.8,    6.2,  275.6, 251.5,  37.6,  66999.5,  14339,   19.0,   7.6,   281,     0, 1, 4
 494,   21480,  8:04:10,  94.336227,    6.302872,  78.951231, 3178.5,  0.5,         nan,        nan,  nan, 3346.7,    6.2,  275.8, 251.1,  37.6,  67060.5,  14213,   25.0,   7.6,   281,     0, 1, 4
 495,   21490,  8:04:20,  94.336343,    6.300051,  78.951284, 3171.5,  0.5,         nan,        nan,  nan, 3339.4,    6.0,  275.6, 250.8,  38.0,  67123.3,  14051,   22.0,   7.6,   281,     0, 1, 4
 496,   21500,  8:04:30,  94.336458,    6.296909,  78.951337, 3166.2,  0.5,         nan,        nan,  nan, 3331.9,    6.7,  275.0, 250.9,  38.0,  67187.7,  13903,   20.0,   7.6,   281,     0, 1, 4
